,ASU,KU Leuven,Mondragon,NTUT,Paderborn,PoliTO,Sydney,Tribhuvan,Tsinghua,TUDelft,UTK,XJTU,gmean,std
10,269070.55628954945,249830.671875,277337.578004114,307834.7000308819,278009.84375,268626.35171265906,272967.15625,260783.109375,285229.08201705833,270749.2995634033,306634.375,283872.9375,277116.19271807466,0.06077521044705491
11,473091.47292147833,496105.875,458748.799851069,465261.53996409086,467726.1875,456339.8523194069,449910.03125,460472.53125,422080.8839672805,448577.07488823455,476079.21875,459286.65625,460821.86123035644,0.03863291881366533
12,772307.1954743058,661451.3125,713513.205344772,610184.0776586989,747466.3125,677674.4524669647,710697.6875,724037.9375,773980.8346342503,724034.2747233978,716016.6875,725534.0,711661.2812350711,0.06456406880067224
13,441.3420331531459,686.8239135742188,295.884039062347,391.81358152938685,318.193603515625,343.08408660746426,286.7187194824219,645.8299560546875,727.5458310710396,286.4087631711495,371.4578857421875,390.24710083007807,408.28678678813463,0.37368063828845766
14,7966.911875835273,7777.42919921875,8088.89305445134,7812.748754827681,8322.15234375,8621.347168990556,8787.6064453125,8699.431640625,7166.7656727708145,8522.495025404898,9229.2607421875,8447.4853515625,8269.539052669612,0.06693112752658846
15,14662.617135390163,14232.41015625,14969.3424280128,15289.785194930351,15567.0849609375,16231.81989673814,15920.705078125,14049.1796875,15209.23638620586,15939.61651228696,17539.09765625,15738.5576171875,15419.48753041497,0.06146076382647372
16,25590.513927332617,30046.423828125,26808.8437223818,25742.802222348448,28111.11328125,29203.640195671695,28123.294921875,31514.3828125,29977.06290924316,28645.716644251806,31681.23046875,28755.611328125,28620.1845498428,0.06907269894823144
17,46166.53425915792,51821.046875,47425.7588343967,50195.5834206755,49930.390625,50759.9165379809,49340.9453125,57350.34375,47434.498869782656,50169.49406509878,56422.46484375,51868.01953125,50641.01055713906,0.06630060109303434
18,79049.61563675881,77925.40625,82382.0418932493,89964.03697188056,86153.0078125,84438.35636315786,84957.796875,86603.6484375,88912.1930244749,85018.84944289416,98076.5703125,82169.84375,85322.85008098776,0.06239262569063589
19,134950.04172485924,144592.4375,141736.577485081,148648.75997109484,146729.9375,137214.945311601,145212.546875,148686.40625,146758.55196249275,143075.86145460463,166872.46875,141593.53125,145315.83448660074,0.0546710721153119
20,215667.94360913808,222983.328125,226680.219982496,214674.20982391908,231799.75,212312.00935053543,231034.515625,188891.234375,247585.0936682396,225155.69854635705,256358.71875,239708.40625,225422.47121532314,0.07827065262395935
21,364401.9618846218,347922.375,374534.596516288,373270.2535681033,380836.46875,355543.96755562024,382116.4375,391113.125,393072.4113208947,370064.1174623112,419174.09375,404916.84375,379258.08392614423,0.05325293226775502
22,727.3367503545891,1140.4990234375,511.160220674815,879.4454257388562,568.0989379882812,596.5977270656429,581.5057373046875,1287.0909423828125,1006.8058510985508,531.0962821198424,547.6930541992188,632.5655517578125,713.897038669127,0.35211840363142544
23,1090.0167997927088,1519.61328125,857.270347982402,1193.4908831412329,923.0702514648435,946.7951857430488,964.2252807617188,1641.4871826171875,863.2847892204611,924.5273379317553,982.517578125,1006.2330322265624,1052.5923943076014,0.23656621067862185
24,1987.9043183652727,2166.26318359375,1665.98231586603,1757.6852967391487,1753.0074462890625,1758.164729420109,1870.8688964843752,2385.987060546875,1816.49827456261,1704.4093066184328,1842.9660644531248,1848.33642578125,1870.1008076854826,0.11096882675489253
25,6375.854629029112,6112.0888671875,6116.23911514515,5168.907612414082,6274.8427734375,6336.998703236082,6481.90771484375,7037.1220703125,5656.851799572425,6216.172730154278,6743.173828125,6523.28564453125,6235.702101245644,0.07734921639076987
26,11685.434078375074,9661.85546875,11170.8764630932,10783.292579684616,11477.8798828125,11710.449060850791,11577.34375,11396.1953125,10835.125039451157,11241.41430454058,12616.099609375,11708.1005859375,11301.02601714013,0.06253598013850663
27,21040.23700885046,18854.212890625,20726.8331843993,20662.321765639,21414.994140625,22009.85242435808,21170.990234375,22180.232421875,22182.84956303412,21025.46240226795,23585.90234375,22091.173828125,21383.09850971277,0.0538939240898719
28,111366.01531233368,107250.6640625,114884.901630813,125375.10104548583,120102.3125,114217.60033444644,116580.421875,107693.6875,131547.58935560423,116415.58953042228,132630.390625,117427.15625,117698.08640388052,0.07004914084877815
29,176052.8296780447,182784.203125,184549.564248795,175912.78120414415,191263.34375,174437.88595499573,188613.546875,172423.625,213648.71851645893,185201.62653795225,209904.296875,189786.671875,186640.3480685901,0.07032464232136677
30,361864.23271463887,316949.65625,312062.517839386,263830.17740134994,318890.65625,285350.77150519483,323460.375,336513.84375,368514.8445407868,312934.73440216115,342876.875,324980.875,321110.34983866214,0.09045249307131696
31,501464.7453564091,499281.84375,517559.17646983,452406.1729062709,529910.25,488131.7953500998,549569.3125,535495.0625,591989.5664577739,532679.9061454433,558132.4375,565385.0,525558.6226608598,0.07210328559768882
32,1337.6091453193983,2086.3857421875,1056.28043270763,1520.466733134688,1132.9058837890625,1170.5671965958245,1322.315185546875,2107.567626953125,1267.250553259368,1162.9512040174932,1053.849609375,1292.789306640625,1339.141351686025,0.2626435025980927
33,1573.6675991138525,2223.655517578125,1226.39854742547,1647.9493016606104,1301.533447265625,1336.7973513062952,1520.4515380859375,2101.2353515625,1223.8422997407467,1291.9317349494331,1198.3321533203125,1459.14208984375,1478.0200766420858,0.22477512482674666
34,2806.851477873587,3311.279296875,2426.94414733441,2418.729373203832,2474.687744140625,2501.2151463185387,2806.337646484375,3233.440673828125,2750.556621275172,2318.303809858393,2430.376953125,2685.722900390625,2663.618546878204,0.12018006367618295
35,5027.279261779707,5490.54248046875,4580.9269554223,3969.3477066580494,4567.79296875,4602.557061137703,4981.115234375,5068.70947265625,4719.583148236448,4525.529089749802,4630.57666015625,4992.99365234375,4748.902878884935,0.07996561181846461
36,9255.56352801325,8190.90380859375,8633.25384468166,7693.724373066055,8557.0849609375,8637.331927256617,8977.673828125,9878.6611328125,8832.290473634639,8145.178835656973,8954.9736328125,9286.2177734375,8735.562215917818,0.06692431831039854
37,16633.84849158754,14015.8818359375,15907.3452018067,14689.344914212032,15764.3642578125,16059.56749325925,16135.2587890625,13754.8935546875,15492.101534568228,15037.354459632315,16604.162109375,16802.71484375,15543.944884062008,0.0648066451793366
38,29422.54786415186,25984.015625,29335.4219564402,27392.616647821014,29255.69921875,29982.94762480453,29417.515625,30469.349609375,27955.3215262402,28486.146447114108,31107.408203125,30818.56640625,29100.13947430346,0.0509278542327238
39,52743.2839361409,57771.90625,52730.2941452876,49409.490920142365,53034.015625,54078.855339632246,52942.20703125,62128.19140625,58316.69814931021,52463.09608249886,56516.0,55847.43359375,54735.70583281129,0.062467920500400786
40,469491.03565577994,461989.9375,445109.914824795,364930.27218328696,454409.65625,415377.76382091147,478935.3125,540976.75,533744.3490485081,462945.7861940715,471140.65625,483511.75,462976.2252038059,0.10059307866063413
41,2369.860267896852,4364.904296875,1908.12706236319,2385.0386811509943,1913.47265625,1994.3422183981884,2401.752685546875,2796.57763671875,1818.1555203063976,1953.227926641442,1817.2288818359373,2277.0361328125,2259.7569631135157,0.30310341988966266
42,2274.594305826548,4304.43603515625,1864.212131507,2322.354025177867,1874.6776123046875,1953.5545882516856,2361.72265625,2782.970947265625,1841.863657869147,1921.574862833588,1682.0084228515625,2196.001708984375,2206.7803514558946,0.30958709658541667
43,4231.808919281419,6154.9326171875,3595.74222560161,3483.7108064135614,3436.90087890625,3552.9943959418765,4056.775146484375,4091.509033203125,4060.509103411155,3525.7919076893663,3480.869873046875,3911.41015625,3913.1097109476746,0.18852832555109617
44,7976.880945358493,8480.1748046875,6790.55992947017,5641.238321262897,6378.07763671875,6519.972456514412,7063.0380859375,8203.666015625,6911.06336919742,6101.202958122421,6502.76318359375,7164.796875,6929.888811955476,0.12365614918029472
45,14070.846817474026,13710.330078125,12592.1535024781,10710.292656500878,11773.984375,12026.556145165649,12487.328125,12822.9375,12442.03427438895,11216.72722231302,12401.46484375,13161.2861328125,12417.285858561077,0.07683672789787646
46,238189.46590858247,245711.421875,223697.546139789,223916.09412653832,223378.875,222792.0947564952,237078.03125,229625.734375,269283.81997911533,225573.59291636333,229355.140625,227417.59375,232665.2921798178,0.0578485830103519
47,3961.2895808590806,9598.375,3221.54401447702,3181.360236524884,3113.5712890625,3207.757715322945,3725.2182617187505,3880.012451171875,3058.4661608190727,3234.481717363487,2945.520263671875,3669.6879882812495,3672.2986902954653,0.4683518347276403
48,3618.2166748415775,9124.4970703125,2923.40777783711,3022.7707210542076,2855.17431640625,2942.681685970011,3460.22900390625,3839.052490234375,3087.665649553592,2964.5970693590875,2700.865478515625,3386.796630859375,3437.9475317607694,0.47923664715727615
49,12211.379838310697,18826.091796875,10410.9356962639,7932.187580330925,9463.712890625,9614.61378522576,9706.9873046875,12633.3212890625,11545.37836749204,9566.812498783056,10488.306640625,11110.9794921875,10871.83912768242,0.24767673596552625
50,21823.334814198424,29312.728515625,19583.1313348482,15352.342903957375,17771.830078125,18051.639949511144,18161.3515625,21475.388671875,20282.279380426815,18000.506535135533,19289.451171875,20481.2109375,19725.927387800017,0.1728095228896965
51,124765.17019622528,144167.625,112366.295697488,110937.2604688904,107410.3203125,112516.48199626846,118641.9296875,116459.7578125,124548.21760287067,115162.59702749416,112050.09375,123758.2890625,118213.0786997164,0.08329167786611923
52,220018.7961465965,245410.140625,195773.146979334,210280.9725279292,191009.234375,203630.8544386423,213426.125,216032.515625,259521.30457574432,198368.0738238666,195098.578125,215486.78125,212809.39510348486,0.09657679455617321
53,385085.5387670128,387035.6875,343489.242528517,288612.37352495344,344292.75,374439.5378149512,387663.625,414168.625,440932.8308322374,363276.9905046928,342173.5625,358848.34375,367229.15643104515,0.10571872720451511
54,10330.490986027837,20728.9609375,8680.05048400063,6286.875411857543,8326.5029296875,8276.203461461899,8330.9814453125,12164.5078125,11632.16583707582,8561.435250664099,9363.44140625,10108.71484375,9783.777316507985,0.3590665084698174
55,19001.157457925012,29454.529296875,16349.8758683261,11209.05538158458,15284.783203125,15172.077738955635,15187.837890625,22162.5546875,20666.928856869916,15570.835494548028,17088.048828125,17885.4765625,17432.16718134661,0.2581745283861529
56,33985.718307267576,43046.1171875,30859.2225034233,26094.207135295208,28672.06640625,28718.493903508603,29238.205078125,33680.625,37972.26535379964,30069.72447126068,32195.49609375,32523.33984375,31974.819637370907,0.1427998280757306
57,109954.16351751024,137461.015625,97650.729156418,102599.93233976676,93124.734375,97711.90141365254,103066.6796875,107161.359375,110716.7237468926,100142.7789760264,98981.9609375,107811.796875,105023.503157376,0.10832676729022025
58,198604.53562832208,272827.625,175171.282313533,177646.8250434958,169846.3125,187236.14081258996,196054.828125,220155.0,220887.838664734,180313.0580431248,173897.03125,195690.171875,195603.14239032095,0.1477714830345037
59,351833.8396821276,400508.9375,306450.760697164,318512.55171333626,305258.40625,356073.49758514453,364691.5,369942.5625,376958.3928686204,327373.57398699166,305115.15625,330878.625,341466.27676066733,0.09263193899401581
60,12532.900613679836,27035.353515625,9426.98010340509,8082.721442413592,10076.4912109375,9926.814800824306,10554.2001953125,13643.4541015625,9632.174895476026,10368.139816702584,12005.951171875,12292.5537109375,11523.132470089722,0.40781807485233734
61,10262.444634886684,24280.302734375,7352.35821039314,6858.306420082724,8056.78076171875,7971.093802431687,8511.6357421875,13238.55859375,10376.014944356042,8355.308491381376,9670.046875,9697.8076171875,9751.349908274746,0.45229671298578455
62,17762.484645804023,32428.146484375,14342.9219666748,11459.508280233216,14840.3115234375,14548.029822522652,15424.177734375,22955.078125,20372.070123062833,15048.4704170791,17578.62109375,18132.513671875,17276.694337536206,0.30673736414651553
63,30992.76926333703,46451.734375,27169.8929352707,20435.560683783337,27241.966796875,26783.145907125145,28400.435546875,37531.41015625,36262.67279385154,28810.30231983423,30976.861328125,32111.154296875,30492.156532689212,0.2124155512358976
64,55692.42455359756,64547.93359375,50043.3457030875,45374.35360490768,49754.8515625,49575.96223170752,53132.46875,58904.73046875,65151.27876703526,51039.16709756601,55209.6875,56505.37109375,54276.932641934145,0.11096256694925605
65,169188.48270646753,243034.640625,157833.383153186,155378.32226413896,156383.234375,172085.4990414939,180347.3125,206140.125,207383.49814821704,164946.0865241401,161795.4375,182586.046875,178114.28471874224,0.14818879570083546
66,354243.43686521915,367003.375,282133.50845465,323997.8974687696,283921.9375,338450.07140390977,348198.0,360289.3125,360558.1491319543,303641.839504472,289674.90625,349792.625,328674.8951866887,0.09739317884432963
67,24011.323642085736,42387.0625,16374.8238990754,16708.767546015508,19195.251953125,17566.16843511596,22304.337890625,26801.42578125,19399.315020111146,19128.043836109508,22370.74609375,22988.568359375,21668.049875602257,0.3133892504948567
68,19802.43883584541,38370.58984375,13000.9256398732,14385.73757584814,15619.8330078125,14340.765046054616,18486.771484375,25312.5625,19306.48213101828,16039.663341487327,18246.26953125,18244.775390625,18429.91667290591,0.35539871723988803
69,33309.163094308984,50141.8046875,24282.3131835804,22081.393899180628,27520.0625,25108.35689239779,31155.673828125,38120.953125,40249.43235615669,27584.70455381593,31414.240234375,33026.46484375,31186.894524412644,0.2463310363675186
70,56975.832853206826,67122.4765625,44995.2495534689,35345.103578648916,49253.89453125,45185.98600797948,54550.3671875,82393.6328125,70471.45862271184,50433.09684859657,53393.109375,58422.60546875,54418.776495380655,0.22869361326955606
71,351280.1578846655,267749.125,263962.488090346,298498.02346519864,273902.09375,302397.69577915006,339277.09375,353781.8125,386304.7819338652,297774.17884614726,286138.5625,331323.875,310514.07373926335,0.12491911491423063
72,8597.142685734649,9204.5791015625,12269.3394382799,10073.217511741304,9355.02734375,9588.933834228515,11687.033203125,11497.212890625,11134.613135306248,9508.435225974375,12247.755859375,9380.6494140625,10304.915674319845,0.12553639810411482
73,14807.936755436775,13197.3671875,20984.7344227122,17933.259029041474,16633.87109375,17158.887222595215,20145.166015625,21239.892578125,18686.316016399374,16387.217762285363,20271.9609375,16307.3681640625,17642.287424527116,0.14214202265231107
74,3186.249135090826,3054.2958984375,3828.60884053947,3265.7857536975607,2803.181884765625,2797.725244445801,3890.201904296875,2824.20849609375,3381.557301476457,3605.9408649730426,3435.733154296875,3532.24267578125,3280.1661274464764,0.11556679487348288
75,5480.02641341368,4016.16015625,6793.88723853911,5913.6280088034655,4875.6201171875,4935.24522151947,6541.38525390625,6114.21435546875,5424.325343095299,6168.32211229525,6126.943359375,5646.34326171875,5616.338082474287,0.13805556900367372
76,9263.198288837935,5078.83935546875,11785.9922352089,9409.841593946385,8289.146484375,8429.374217605591,10755.884765625,9484.0771484375,8074.663482555748,10346.450880079248,10540.1708984375,9459.435546875,9069.584983951689,0.18471832155737714
77,15628.056448123096,7431.27490234375,20477.5304057934,16267.663705273544,14602.4208984375,14884.31748313904,17733.43359375,14158.2822265625,15729.399128563695,17276.94482465202,17984.951171875,16002.19140625,15304.401045440301,0.19954029598834422
78,27458.113416870696,12384.1181640625,36439.6580545633,28436.214376476837,26461.572265625,26460.295000457765,30319.71484375,30819.857421875,27424.64702859526,29885.824061445197,30903.953125,27966.533203125,27190.502844876406,0.20088482884096853
79,86372.49393428788,39948.20703125,113739.924558762,102325.74541540517,83801.28125,85387.86553649903,93703.015625,84039.453125,90855.67945791408,87673.07550708293,94544.359375,90715.4921875,85591.86071059183,0.19765827745436468
80,147352.45588456772,72232.1640625,203312.895248855,182008.83859774168,153895.328125,153010.04692993165,164723.96875,196422.71875,159634.85227040076,153002.81387986217,171459.25,163414.859375,155851.1132257426,0.20509192030319204
81,263186.57653601223,110470.78125,359275.29646965,306649.53489556775,271015.84375,270600.9612915039,291981.28125,371574.0625,285508.83034673426,273374.427805588,297470.53125,299386.71875,273755.75818882236,0.22654689561145142
82,874571.1822352571,347905.46875,1123121.70068328,882283.9598634136,871949.5625,879625.7596435547,936977.4375,1026254.125,874646.3064238604,981827.7693279769,899705.6875,859894.5,852687.4394554974,0.21072162099175112
83,1564904.4594014226,481010.5,1967077.6227182,1625441.254196426,1588048.0,1553023.081953125,1805737.0,1897775.0,1418251.0033184371,1897048.9679078837,1557341.125,1391142.125,1488778.999658317,0.24953859180563917
84,6087.4891508157,3650.3310546875,6987.65062268628,6083.940960546962,5286.18017578125,5321.816804122925,6786.361328125,4132.42724609375,5471.24495149839,6904.805853884763,6107.166015625,5691.5615234375,5613.322030746523,0.18123650842961475
85,30248.308624856887,9736.4560546875,37767.6871515476,31954.7111272676,27425.845703125,27104.85928634644,29083.314453125,31572.30078125,28152.409264653503,32637.55835552628,30592.05859375,29753.529296875,27686.9161458257,0.23090542695591978
86,50987.103516170224,18501.146484375,67563.7554869788,54431.074750980944,48569.51953125,47952.92264465332,50511.76171875,60190.59765625,49725.62890025801,56363.81011719454,53648.6796875,51167.37109375,48944.553997149706,0.22826481213877123
87,158445.18725177055,64437.578125,212300.525487501,166564.1145859308,157033.484375,154508.30192810058,160163.484375,200557.625,167165.39873553775,166649.31494842816,168035.59375,166551.03125,156711.06896167985,0.21848577627178642
88,11142.980997743549,4072.5712890625,12278.1335791382,9980.78289932988,10166.345703125,10049.38716430664,12717.1298828125,7896.47998046875,9691.961829834256,12067.332508257943,10823.5478515625,13481.55859375,9977.817865941304,0.24173950169062383
89,19340.62800369943,5713.177734375,21012.7261782814,17033.83493710966,16902.6171875,16615.730373687744,19544.83203125,15497.4638671875,16642.01086431602,19621.051705929123,17508.26171875,18297.048828125,16300.656878107897,0.22936444626940436
90,33121.92916145688,7948.47705078125,37605.5469282462,28717.47848109727,29660.88671875,28930.86427368164,31655.435546875,29491.48828125,26147.082813526788,34016.894297620565,30315.568359375,30252.47265625,27484.38761780363,0.2501939522254052
91,163042.59655002458,46661.921875,212947.723914123,156589.47168374795,165820.078125,160663.77416870117,164334.1875,218361.3125,162399.26708019304,176806.91862375409,169268.390625,166282.328125,155246.5426590163,0.2566157714129259
92,1998977.4349499312,514399.9375,2107785.06595249,1654835.3953709663,1895006.5,1842636.3543359372,1839799.625,1897571.0,1838863.5754680152,2079618.8702007025,1690582.25,1867890.125,1686109.6326869833,0.23585475108642018
93,21158.42171930153,6221.548828125,21909.740238415,17436.471413718144,19655.45703125,19512.321700286862,23221.216796875,13092.0673828125,19531.247779139703,21531.72629299952,18859.73046875,22318.39453125,17838.055689627694,0.2543434134198162
94,34112.01552016122,7220.37109375,39270.0164929647,31874.53079743611,34012.86328125,32901.49378540039,36405.234375,33807.6953125,35716.81514476932,37564.855953315055,33240.359375,34805.5078125,30543.221669196406,0.2533083902078941
95,1207420.165875848,349452.53125,1251964.5943628,967020.9022725952,1129009.75,1134917.5306640626,1055021.375,1286698.75,1261927.0676412743,1257434.162090048,1042591.8125,1116094.75,1042119.3552293362,0.23303335716609122
96,39267.70136003357,13014.4599609375,41765.5204107475,33539.569973444595,39007.171875,39265.43296783447,40706.37109375,24450.41796875,37146.98622204179,41891.01222744728,37419.40234375,35970.19921875,33878.07484005315,0.23947463535123284
97,116308.8974872207,30460.73828125,132660.584153867,106327.26865240296,117018.78125,115346.64306640624,113142.2421875,144316.75,115385.0299423421,128150.24007872643,113975.1171875,120293.9765625,106923.2292326684,0.24714030679012552
98,209573.22905668063,51803.3203125,237266.090523422,184958.31019291643,208343.90625,203986.2358959961,201002.625,239576.25,241037.97098952948,224664.8669204884,203509.734375,203746.578125,189828.10763175806,0.24961925126110782
99,395132.12133443734,98400.6328125,423833.003081257,319513.74562734953,373416.9375,372855.8604797364,376228.21875,427148.9375,388231.7747974749,402965.41967123374,361279.8125,360304.71875,340151.11126899545,0.24261079768847296
100,706633.3059673761,181703.609375,734007.005224713,565456.6267390291,671639.875,677579.5449316406,706915.1875,787239.125,581413.5893408348,731710.7640601943,636095.75,660217.0,605139.0001761169,0.24586622831278535
101,1378502.7956286543,329571.9375,1325754.50456133,1058736.9268803836,1274976.5,1302651.21796875,1357282.375,1281696.125,1165064.48129213,1404066.795372371,1137839.875,1275654.0,1130868.7495275335,0.24339416146026033
102,73275.26455426052,31490.677734375,84441.7300693154,65892.66406185471,77989.6875,78042.72188323975,79331.09375,43770.88671875,72370.2513329646,87369.60418224701,72212.2890625,64987.68359375,66910.02858409469,0.23657214018749465
103,434016.86967306474,118795.359375,468420.072523775,371994.25828390336,431068.34375,417899.1049035645,434717.84375,509065.59375,494297.61941335455,461768.28293482575,402139.59375,442603.28125,395281.71381984116,0.24249330031759797
104,1483785.3670420998,297637.125,1459371.60713426,1209996.813561386,1456523.0,1433499.1818310546,1544588.25,1523254.375,1209307.946252841,1596163.1193277102,1261779.125,1516321.875,1247071.7220460007,0.26339330159627206
105,6967.504129298843,10311.3349609375,7232.61173354233,6969.670384320223,6750.86376953125,6595.052439880371,6471.2958984375,7132.01171875,7373.557296420984,7214.068907274823,7685.95166015625,6871.962890625,7244.799186018081,0.1379597122997548
106,12545.813883509287,14451.578125,12611.235601957,13297.567763188732,12172.9658203125,12206.265934295654,12067.7900390625,12926.2646484375,12989.399936211545,12850.65699207528,13484.4990234375,12280.1806640625,12807.513771631953,0.05332498867654806
107,22779.339570526976,19711.251953125,21926.790393033,23329.28159389068,21922.208984375,22097.934821777344,21894.669921875,21429.09765625,23545.96683618361,22629.574991865367,23893.775390625,21747.458984375,22216.025057784285,0.05018000040536054
108,38876.17589401746,30333.51953125,38018.9089091651,43034.543707455356,38130.3984375,38994.66386108399,38804.1484375,37408.0390625,41289.30666239664,39263.19602359501,41773.30078125,37988.046875,38532.393307833976,0.08117357446127574
109,65965.3446685244,53616.8046875,65272.2282473739,73865.6443605909,65395.9609375,67014.88051757813,66612.3125,76195.015625,67583.38849584859,67516.59811034337,71017.4765625,66228.890625,66971.16405596652,0.08206965557839112
110,189766.5580429808,145479.203125,192187.146948094,195790.40671276895,184481.109375,189580.63786621092,179399.96875,197732.796875,183726.2885308952,191829.37164083068,197117.625,179443.765625,184995.1294947602,0.07604358336721831
111,322979.11754317017,254760.75,331294.251179178,300223.2975933089,306071.96875,318343.9675292969,295000.21875,322829.25,336680.49311818345,321870.33980504767,321864.0625,307521.15625,310868.8840707535,0.0698500199990589
112,557564.5732336275,411907.625,579167.701522671,521369.3004338783,515248.59375,545870.3357421875,499735.84375,674385.6875,600177.3779839263,547800.8387374602,529677.8125,526477.3125,539106.3847984599,0.11502516751598559
113,943248.4111386316,669732.3125,996862.633772583,902146.720439348,854333.8125,930128.8775390624,825058.5,875905.8125,978593.5726233704,915156.7335890426,858732.0625,870199.25,880901.2851612988,0.09622316541470122
114,1572629.9825745684,1085191.625,1694669.80653333,1514377.7447900216,1425357.75,1584585.9376171874,1429960.625,1455190.125,1630467.230896004,1516191.0634472475,1392534.5,1402704.25,1467059.8207991242,0.10541897130400638
115,5713.778981307316,8804.513671875,6132.58121233661,5960.8635864030175,5503.4296875,5367.151666259766,5549.611328125,5322.68115234375,5081.749163999189,5877.090649280877,6235.47216796875,5668.54541015625,5875.87231599433,0.16263321014268706
116,32983.31990580685,31105.60546875,32846.4466985338,37381.21007298851,32237.7265625,32746.015056152344,32541.173828125,32674.064453125,33348.58233850104,33265.35183409372,34569.25390625,32114.22265625,33118.77347330875,0.047202517858880244
117,55658.309848679935,50038.3984375,56228.507117507,63140.20869811072,56108.11328125,56660.56545410156,56215.203125,60619.98828125,60118.650997332006,57314.909077289936,59576.859375,55185.4765625,57148.427528027736,0.05824602711821422
118,94469.82906790137,75933.8046875,97315.9798256463,103082.76126306472,96328.921875,97547.92713867188,95852.8984375,106472.953125,96585.74438396441,98487.7580375488,101808.3359375,96357.4921875,96399.21369843822,0.07662905721233187
119,8341.88155673471,9414.8525390625,9402.74075560777,9123.075006578136,8084.85888671875,8294.884601593018,8584.19140625,8628.6689453125,7731.733834868922,8549.13379379051,9254.0361328125,8419.8896484375,8637.133918942389,0.062255398730068516
120,14911.147557383314,14975.7919921875,16433.1585749731,17099.7574186778,14733.603515625,15068.524563293457,15036.65234375,13433.9599609375,14841.492639470987,15344.05061280518,16488.927734375,15115.3984375,15262.114232639547,0.06348244312535337
121,27104.234810505288,25379.953125,29042.557427879,30002.740386620575,26640.767578125,27416.788952026367,26782.623046875,29433.455078125,27732.76753143893,27576.494089655655,29383.068359375,27088.2109375,27767.23247226323,0.04970125808729512
122,47787.932171673485,49313.859375,49781.2216853893,53386.13370803393,47115.66015625,48134.18502807617,46648.21484375,51560.94140625,50474.83012436789,48269.86404379228,51169.5703125,45365.08203125,49034.68271493933,0.04692249338721206
123,81585.74934756305,71125.890625,86497.4181547274,89320.10455870209,82180.265625,84039.74621582031,80956.28125,89858.5,93179.614523138,84368.48191902481,88885.6015625,82168.265625,84328.50899547782,0.0678283207320656
124,4229.351259836769,4840.72802734375,4830.38139002225,4284.626463895011,3961.3491210937505,3950.2374643325807,4468.88623046875,4375.146484375,4341.383953432095,4122.749698785947,4485.517578125,3895.3618164062495,4305.19388580558,0.0725583278251123
125,7454.9086216890655,7275.883789062499,8589.3778965983,7974.27221428037,7120.68994140625,7259.41644996643,7737.99658203125,8372.5712890625,7484.616893920663,7410.367982799232,8294.8349609375,7310.92578125,7676.091175021401,0.06470814197454061
126,43522.49050870664,38455.90234375,46187.0603511987,43625.36666107566,41455.37890625,41697.102784729,40948.328125,45302.00390625,45352.63952233176,42067.64020058445,44695.9609375,41228.12109375,42821.88241316494,0.05323049623026432
127,75412.45123851925,70603.3203125,80542.7176551067,76427.29902117855,73782.625,73600.22471618652,71777.5,82127.75,80291.19653881865,74513.76941355126,78115.625,75213.1015625,75956.66042101473,0.04726203126320049
